Precinct: 24001 ,Polling Place: ,1 ,"","","","",Total: 468 ,Age 18-27: 34.4% ,Age 48-57: ,"","",11.3%,""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",117,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",201,"","","","","","","","","",""
"",Invalid Votes: ,"",1,"","","","","","","","","",""
"",Total Votes: ,"",202,"","","","","","","","","",""
Precinct: 24059 ,Polling Place: ,2 ,"","","","",Total: 314 ,Age 18-27: 30.9% ,Age 48-57: ,"","",10.8%,""
"Barracks School Building, Schefflin Tow nship, Margibi ","","","","","","",Males: 51.9% Females: 48.1% ,Age 28-37: 25.2% Age 38-47: 25.8% ,Age 58-67: Age 68+: ,"","",4.8%2.5%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BENNIE, Charles D. (RULP) ","",22 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",25
"BRUMSKINE, Charles Walker (LP) ","","",7 ,"BOWIER, Joseph Jensen (UP) ","",40 ,"HOWARD, Louise Korpo (LPL) ","","","","","",20
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DAVIS, Bestus Peter (NPP) ","",7 ,"KAIHEYAH, Joseph Ngobeh (ULD) ","","","","","",6
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DENNIS, William E. (UP) ","",40 ,"MCCAULEY, Edward  (Ind) ","","","","","",3
"FARHAT, David M. (FDP) ","","",0 ,"FAHN, Sampson Bedell (NPP) ","",11 ,"MCGEE, JR., George Gahway (COTOL) ","","","","","",11
"JALLAH, Armah Zolu (NPL) ","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",8 ,"MORRIS, Robert Franz (UP) ","","","","","",37
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",52 ,"GARWON, A. Sylvester  (CDC) ","",68 ,"THOMAS, Arthomilts Sieh (NPP) ","","","","","",10
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"JAH, Clarice Alpha (LP) ","",31 ,"WEH, Mellish P. G. (CDC) ","","","","","",72
"KIEH, JR., George Klay (NDM) ","","",0 ,"KAINE, Roland Cooper (CDC) ","",75 ,"WRIGHT, George S. (LP) ","","","","","",4
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",6 ,"",Valid Votes: ,"","","","",188
"KPOTO, Robert Momo (ULD) ","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",12 ,"",Invalid Votes: ,"","","","",23
"KROMAH, Alhaji G. V. (ALCOP) ","","",2 ,"MULBAH, SR., Michael S. (COTOL) ","",12 ,"",Total Votes: ,"","","","",211
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",3 ,"NEBLETT, James Adof (NRP) ","",10,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"PENNEH, John M. (NDPL) ","",14,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",14,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",8 ,"WYMON, Benjamin Kolo-V. (LP) ","",3,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0 ,"",Valid Votes: ,373,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0 ,"",Invalid Ballots: ,10,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",1 ,"",Valid Votes + Invalid Ballots: ,383,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",4,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",126,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",203,"","","","","","","","","",""
"",Invalid Votes: ,"",8,"","","","","","","","","",""
"",Total Votes: ,"",211,"","","","","","","","","",""
Precinct: 24060 ,Polling Place: ,1 ,"","","","","",Total: 125 ,Age 18-27: 35.2% ,Age 48-57: ,"","",12.8%,""
"Palava Hut, Schefflin Tow nship, Margibi ","","","","","","","",Males: 48.8% Females: 51.2% ,Age 28-37: 19.2% Age 38-47: 19.2% ,Age 58-67: Age 68+: ,"","",11.2%2.4%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",1 ,"BENNIE, Charles D. (RULP) ","",46 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",53
"BRUMSKINE, Charles Walker (LP) ","","","",56 ,"BOWIER, Joseph Jensen (UP) ","",8 ,"HOWARD, Louise Korpo (LPL) ","","","","","",1
"CONNEH, Sekou Damate (PRODEM) ","","","",1 ,"DAVIS, Bestus Peter (NPP) ","",3 ,"KAIHEYAH, Joseph Ngobeh (ULD) ","","","","","",1
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DENNIS, William E. (UP) ","",3 ,"MCCAULEY, Edward  (Ind) ","","","","","",5
"FARHAT, David M. (FDP) ","","","",1 ,"FAHN, Sampson Bedell (NPP) ","",1 ,"MCGEE, JR., George Gahway (COTOL) ","","","","","",3
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",4 ,"MORRIS, Robert Franz (UP) ","","","","","",2
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",3 ,"GARWON, A. Sylvester  (CDC) ","",9 ,"THOMAS, Arthomilts Sieh (NPP) ","","","","","",0
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JAH, Clarice Alpha (LP) ","",38 ,"WEH, Mellish P. G. (CDC) ","","","","","",8
"KIEH, JR., George Klay (NDM) ","","","",0 ,"KAINE, Roland Cooper (CDC) ","",9 ,"WRIGHT, George S. (LP) ","","","","","",4
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",2 ,"",Valid Votes: ,"","","","",77
"KPOTO, Robert Momo (ULD) ","","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",2 ,"",Invalid Votes: ,"","","","",8
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"MULBAH, SR., Michael S. (COTOL) ","",2 ,"",Total Votes: ,"","","","",85
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"NEBLETT, James Adof (NRP) ","",4,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"PENNEH, John M. (NDPL) ","",0,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",7,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",1 ,"WYMON, Benjamin Kolo-V. (LP) ","",3,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Valid Votes: ,141,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1 ,"",Invalid Ballots: ,2,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,143,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",17,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",82,"","","","","","","","","",""
"",Invalid Votes: ,"","",4,"","","","","","","","","",""
"",Total Votes: ,"","",86,"","","","","","","","","",""
Precinct: 24061 ,Polling Place: ,1 ,"","","","",Total: 533 ,Age 18-27: 32.5% ,Age 48-57: ,"","",10.1%,""
"Dw arzohn Public School, Dw arzohn Tow n, Margibi ","","","","","","",Males: 45.0% Females: 55.0% ,Age 28-37: 25.3% Age 38-47: 19.1% ,Age 58-67: Age 68+: ,"","",6.9%6.0%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",9 ,"BENNIE, Charles D. (RULP) ","",120 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",262
"BRUMSKINE, Charles Walker (LP) ","","",187 ,"BOWIER, Joseph Jensen (UP) ","",51 ,"HOWARD, Louise Korpo (LPL) ","","","","","",13
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DAVIS, Bestus Peter (NPP) ","",22 ,"KAIHEYAH, Joseph Ngobeh (ULD) ","","","","","",5
"DIVINE, SR., Samuel Raymond (Ind) ","","",2 ,"DENNIS, William E. (UP) ","",55 ,"MCCAULEY, Edward  (Ind) ","","","","","",14
"FARHAT, David M. (FDP) ","","",3 ,"FAHN, Sampson Bedell (NPP) ","",21 ,"MCGEE, JR., George Gahway (COTOL) ","","","","","",6
"JALLAH, Armah Zolu (NPL) ","","",2 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",14 ,"MORRIS, Robert Franz (UP) ","","","","","",19
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",56 ,"GARWON, A. Sylvester  (CDC) ","",25 ,"THOMAS, Arthomilts Sieh (NPP) ","","","","","",2
"KIADII, George Momodu (NATVIPOL) ","","",3 ,"JAH, Clarice Alpha (LP) ","",148 ,"WEH, Mellish P. G. (CDC) ","","","","","",15
"KIEH, JR., George Klay (NDM) ","","",1 ,"KAINE, Roland Cooper (CDC) ","",53 ,"WRIGHT, George S. (LP) ","","","","","",13
"KORTO, Joseph D. Z. (LERP) ","","",2 ,"KROMAH, Mohamed Taqii (NRP) ","",4 ,"",Valid Votes: ,"","","","",349
"KPOTO, Robert Momo (ULD) ","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",4 ,"",Invalid Votes: ,"","","","",23
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"MULBAH, SR., Michael S. (COTOL) ","",6 ,"",Total Votes: ,"","","","",372
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",4 ,"NEBLETT, James Adof (NRP) ","",6,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"PENNEH, John M. (NDPL) ","",5,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",48,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",4 ,"WYMON, Benjamin Kolo-V. (LP) ","",25,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1 ,"",Valid Votes: ,607,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1 ,"",Invalid Ballots: ,13,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,620,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",80,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",2,"","","","","","","","","",""
"",Valid Votes: ,"",361,"","","","","","","","","",""
"",Invalid Votes: ,"",17,"","","","","","","","","",""
"",Total Votes: ,"",378,"","","","","","","","","",""
Precinct: 24061 ,Polling Place: ,2 ,"","","","",Total: 526 ,Age 18-27: 30.4% ,Age 48-57: ,"","",10.5%,""
"Dw arzohn Public School, Dw arzohn Tow n, Margibi ","","","","","","",Males: 50.2% Females: 49.8% ,Age 28-37: 24.9% Age 38-47: 20.7% ,Age 58-67: Age 68+: ,"","",6.8%6.7%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",4 ,"BENNIE, Charles D. (RULP) ","",106 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",250
"BRUMSKINE, Charles Walker (LP) ","","",188 ,"BOWIER, Joseph Jensen (UP) ","",43 ,"HOWARD, Louise Korpo (LPL) ","","","","","",9
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DAVIS, Bestus Peter (NPP) ","",23 ,"KAIHEYAH, Joseph Ngobeh (ULD) ","","","","","",4
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DENNIS, William E. (UP) ","",52 ,"MCCAULEY, Edward  (Ind) ","","","","","",26
"FARHAT, David M. (FDP) ","","",1 ,"FAHN, Sampson Bedell (NPP) ","",18 ,"MCGEE, JR., George Gahway (COTOL) ","","","","","",2
"JALLAH, Armah Zolu (NPL) ","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",10 ,"MORRIS, Robert Franz (UP) ","","","","","",14
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",45 ,"GARWON, A. Sylvester  (CDC) ","",33 ,"THOMAS, Arthomilts Sieh (NPP) ","","","","","",7
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"JAH, Clarice Alpha (LP) ","",160 ,"WEH, Mellish P. G. (CDC) ","","","","","",9
"KIEH, JR., George Klay (NDM) ","","",3 ,"KAINE, Roland Cooper (CDC) ","",52 ,"WRIGHT, George S. (LP) ","","","","","",13
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",4 ,"",Valid Votes: ,"","","","",334
"KPOTO, Robert Momo (ULD) ","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",12 ,"",Invalid Votes: ,"","","","",15
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"MULBAH, SR., Michael S. (COTOL) ","",11 ,"",Total Votes: ,"","","","",349
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",3 ,"NEBLETT, James Adof (NRP) ","",12,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"PENNEH, John M. (NDPL) ","",9,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1 ,"TOWNSEND, Clarence Benjamin (RULP) ","",30,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",3 ,"WYMON, Benjamin Kolo-V. (LP) ","",36,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0 ,"",Valid Votes: ,611,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2 ,"",Invalid Ballots: ,14,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,625,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",4,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",84,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",2,"","","","","","","","","",""
"",Valid Votes: ,"",342,"","","","","","","","","",""
"",Invalid Votes: ,"",10,"","","","","","","","","",""
"",Total Votes: ,"",352,"","","","","","","","","",""
Precinct: 24061 ,Polling Place: ,3 ,"","","","",Total: 558 ,Age 18-27: 36.2% ,Age 48-57: ,"","",9.5%,""
"Dw arzohn Public School, Dw arzohn Tow n, Margibi ","","","","","","",Males: 46.6% Females: 53.4% ,Age 28-37: 26.2% Age 38-47: 16.3% ,Age 58-67: Age 68+: ,"","",4.8%7.0%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",8 ,"BENNIE, Charles D. (RULP) ","",144 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",313
"BRUMSKINE, Charles Walker (LP) ","","",236 ,"BOWIER, Joseph Jensen (UP) ","",44 ,"HOWARD, Louise Korpo (LPL) ","","","","","",17
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DAVIS, Bestus Peter (NPP) ","",26 ,"KAIHEYAH, Joseph Ngobeh (ULD) ","","","","","",3
"DIVINE, SR., Samuel Raymond (Ind) ","","",1 ,"DENNIS, William E. (UP) ","",45 ,"MCCAULEY, Edward  (Ind) ","","","","","",12
"FARHAT, David M. (FDP) ","","",0 ,"FAHN, Sampson Bedell (NPP) ","",18 ,"MCGEE, JR., George Gahway (COTOL) ","","","","","",5
"JALLAH, Armah Zolu (NPL) ","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",9 ,"MORRIS, Robert Franz (UP) ","","","","","",10
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",40 ,"GARWON, A. Sylvester  (CDC) ","",29 ,"THOMAS, Arthomilts Sieh (NPP) ","","","","","",8
"KIADII, George Momodu (NATVIPOL) ","","",3 ,"JAH, Clarice Alpha (LP) ","",192 ,"WEH, Mellish P. G. (CDC) ","","","","","",10
"KIEH, JR., George Klay (NDM) ","","",1 ,"KAINE, Roland Cooper (CDC) ","",63 ,"WRIGHT, George S. (LP) ","","","","","",15
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",1 ,"",Valid Votes: ,"","","","",393
"KPOTO, Robert Momo (ULD) ","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",16 ,"",Invalid Votes: ,"","","","",0
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"MULBAH, SR., Michael S. (COTOL) ","",17 ,"",Total Votes: ,"","","","",393
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",6 ,"NEBLETT, James Adof (NRP) ","",2,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"PENNEH, John M. (NDPL) ","",11,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",49,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",4 ,"WYMON, Benjamin Kolo-V. (LP) ","",53,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0 ,"",Valid Votes: ,719,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2 ,"",Invalid Ballots: ,0,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,719,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",94,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",400,"","","","","","","","","",""
"",Invalid Votes: ,"",0,"","","","","","","","","",""
"",Total Votes: ,"",400,"","","","","","","","","",""
Precinct: 24062 ,Polling Place: ,1 ,"","","","","",Total: 563 ,Age 18-27: 42.8% ,Age 48-57: ,"","",8.9%,""
"Rock Institute, Dw arzohn Tow n, Margibi ","","","","","","","",Males: 68.0% Females: 32.0% ,Age 28-37: 25.2% Age 38-47: 19.7% ,Age 58-67: Age 68+: ,"","",2.8%0.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"BENNIE, Charles D. (RULP) ","",54 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",81
"BRUMSKINE, Charles Walker (LP) ","","","",45 ,"BOWIER, Joseph Jensen (UP) ","",63 ,"HOWARD, Louise Korpo (LPL) ","","","","","",27
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DAVIS, Bestus Peter (NPP) ","",31 ,"KAIHEYAH, Joseph Ngobeh (ULD) ","","","","","",10
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DENNIS, William E. (UP) ","",53 ,"MCCAULEY, Edward  (Ind) ","","","","","",9
"FARHAT, David M. (FDP) ","","","",3 ,"FAHN, Sampson Bedell (NPP) ","",24 ,"MCGEE, JR., George Gahway (COTOL) ","","","","","",18
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",16 ,"MORRIS, Robert Franz (UP) ","","","","","",53
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",101 ,"GARWON, A. Sylvester  (CDC) ","",51 ,"THOMAS, Arthomilts Sieh (NPP) ","","","","","",33
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JAH, Clarice Alpha (LP) ","",57 ,"WEH, Mellish P. G. (CDC) ","","","","","",79
"KIEH, JR., George Klay (NDM) ","","","",0 ,"KAINE, Roland Cooper (CDC) ","",108 ,"WRIGHT, George S. (LP) ","","","","","",17
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",3 ,"",Valid Votes: ,"","","","",327
"KPOTO, Robert Momo (ULD) ","","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",13 ,"",Invalid Votes: ,"","","","",34
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"MULBAH, SR., Michael S. (COTOL) ","",29 ,"",Total Votes: ,"","","","",361
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",23 ,"NEBLETT, James Adof (NRP) ","",2,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"PENNEH, John M. (NDPL) ","",5,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",15,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",17 ,"WYMON, Benjamin Kolo-V. (LP) ","",23,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",2 ,"",Valid Votes: ,547,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",5 ,"",Invalid Ballots: ,17,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",2 ,"",Valid Votes + Invalid Ballots: ,564,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",6,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",151,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",357,"","","","","","","","","",""
"",Invalid Votes: ,"","",8,"","","","","","","","","",""
"",Total Votes: ,"","",365,"","","","","","","","","",""
Precinct: 24062 ,Polling Place: ,2 ,"","","","","",Total: 612 ,Age 18-27: 49.3% ,Age 48-57: ,"","",7.2%,""
"Rock Institute, Dw arzohn Tow n, Margibi ","","","","","","","",Males: 67.5% Females: 32.5% ,Age 28-37: 25.0% Age 38-47: 15.8% ,Age 58-67: Age 68+: ,"","",1.6%1.0%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"BENNIE, Charles D. (RULP) ","",39 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",82
"BRUMSKINE, Charles Walker (LP) ","","","",52 ,"BOWIER, Joseph Jensen (UP) ","",64 ,"HOWARD, Louise Korpo (LPL) ","","","","","",24
"CONNEH, Sekou Damate (PRODEM) ","","","",2 ,"DAVIS, Bestus Peter (NPP) ","",34 ,"KAIHEYAH, Joseph Ngobeh (ULD) ","","","","","",11
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DENNIS, William E. (UP) ","",39 ,"MCCAULEY, Edward  (Ind) ","","","","","",11
"FARHAT, David M. (FDP) ","","","",0 ,"FAHN, Sampson Bedell (NPP) ","",46 ,"MCGEE, JR., George Gahway (COTOL) ","","","","","",17
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",32 ,"MORRIS, Robert Franz (UP) ","","","","","",39
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",101 ,"GARWON, A. Sylvester  (CDC) ","",53 ,"THOMAS, Arthomilts Sieh (NPP) ","","","","","",29
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JAH, Clarice Alpha (LP) ","",95 ,"WEH, Mellish P. G. (CDC) ","","","","","",71
"KIEH, JR., George Klay (NDM) ","","","",0 ,"KAINE, Roland Cooper (CDC) ","",101 ,"WRIGHT, George S. (LP) ","","","","","",36
"KORTO, Joseph D. Z. (LERP) ","","","",2 ,"KROMAH, Mohamed Taqii (NRP) ","",57 ,"",Valid Votes: ,"","","","",320
"KPOTO, Robert Momo (ULD) ","","","",1 ,"LEITAL, Joe Roberts (COTOL) ","",15 ,"",Invalid Votes: ,"","","","",25
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"MULBAH, SR., Michael S. (COTOL) ","",24 ,"",Total Votes: ,"","","","",345
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",25 ,"NEBLETT, James Adof (NRP) ","",11,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",2 ,"PENNEH, John M. (NDPL) ","",13,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",16,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",9 ,"WYMON, Benjamin Kolo-V. (LP) ","",26,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",1 ,"",Valid Votes: ,665,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",6 ,"",Invalid Ballots: ,7,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",3 ,"",Valid Votes + Invalid Ballots: ,672,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",8,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",174,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",388,"","","","","","","","","",""
"",Invalid Votes: ,"","",5,"","","","","","","","","",""
"",Total Votes: ,"","",393,"","","","","","","","","",""
Precinct: 24063 ,Polling Place: ,1 ,"","","","","",Total: 596 ,Age 18-27: 38.1% ,Age 48-57: ,"","",7.2%,""
"Marshall Tow n Hall, Marshall City, Margibi ","","","","","","","",Males: 50.2% Females: 49.8% ,Age 28-37: 28.4% Age 38-47: 18.6% ,Age 58-67: Age 68+: ,"","",4.4%3.4%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 4","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",5 ,"BENNIE, Charles D. (RULP) ","",70 ,"CHIDERYOU, Flasher Garjuan (Ind) ","","","","","",30
"BRUMSKINE, Charles Walker (LP) ","","","",141 ,"BOWIER, Joseph Jensen (UP) ","",65 ,"HOWARD, Louise Korpo (LPL) ","","","","","",28
