"Precinct: 03001 ","Polling Place: ",1,,,,,"Total: 469 ","Age 18-27: 46.1% ","Age 48-57: ",,,"7.9%",,
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"ANDERSON, Alfred Boimah (NPP) ",,182,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,5
"BRUMSKINE, Charles Walker (LP) ",,,,5,"BALLOH, Musah  (ALCOP) ",,2,"GBELLAY, SR., John I. (UP) ",,,,,,17
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BENSON, Rebecca T. (LP) ",,25,"GOLANYON, Daniel Amadu (NPP) ",,,,,,2
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,3,"JABATEH, M. Khalifa (NRP) ",,,,,,2
"FARHAT, David M. (FDP) ",,,,2,"DEVINE, Richard Blamah (COTOL) ",,19,"KARNEH, A.J. Armah (ALCOP) ",,,,,,3
"JALLAH, Armah Zolu (NPL) ",,,,0,"JOHNSON, Sando Dazoe (NPP) ",,22,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,0
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,210,"KO-JUAH, Amos Boima (UP) ",,19,"MANUBAH, Musu Foley (LPL) ",,,,,,69
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,138,"SAMOLAH, Adama Boimah (CDC) ",,,,,,20
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,30,"SHERIFF, Daouda V. (PRODEM) ",,,,,,0
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,12,"SIRYON, Haja Fata (NDPL) ",,,,,,109
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,25,"WILES, David Momolu (COTOL) ",,,,,,73
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"VINCENT, Erik Bauman (APD) ",,4,"ZENNEH, George M. (LP) ",,,,,,2
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"VINCENT, Lincoln  (LDP) ",,1,,"Valid Votes: ",,,,,302
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,33,,"Invalid Votes: ",,,,,11
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",515,,"Total Votes: ",,,,,313
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,24,,"Invalid Ballots: ",9,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",524,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,6,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,62,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,309,,,,,,,,,,
,"Invalid Votes: ",,,6,,,,,,,,,,
,"Total Votes: ",,,315,,,,,,,,,,
"Precinct: 03037 ","Polling Place: ",1,,,,,,"Total: 405 ","Age 18-27: 27.4% ","Age 48-57: ",,,"10.9%",
"BOWEIN  PALAVA HUT, BOWEIN, Bomi ",,,,,,,,"Males: 42.5% Females: 57.5% ","Age 28-37: 26.2% Age 38-47: 16.3% ","Age 58-67: Age 68+: ",,,"12.1%7.2%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,17,"ANDERSON, Alfred Boimah (NPP) ",,231,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,35
"BRUMSKINE, Charles Walker (LP) ",,,,25,"BALLOH, Musah  (ALCOP) ",,90,"GBELLAY, SR., John I. (UP) ",,,,,,16
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BENSON, Rebecca T. (LP) ",,24,"GOLANYON, Daniel Amadu (NPP) ",,,,,,33
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"BROWN, Samuel Njalbae (LP) ",,11,"JABATEH, M. Khalifa (NRP) ",,,,,,9
"FARHAT, David M. (FDP) ",,,,2,"DEVINE, Richard Blamah (COTOL) ",,26,"KARNEH, A.J. Armah (ALCOP) ",,,,,,51
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,48,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,3
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,87,"KO-JUAH, Amos Boima (UP) ",,10,"MANUBAH, Musu Foley (LPL) ",,,,,,13
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,6,"SAMOLAH, Adama Boimah (CDC) ",,,,,,11
"KIEH, JR., George Klay (NDM) ",,,,1,"MASSALEY, Mohammed Aliu (UP) ",,5,"SHERIFF, Daouda V. (PRODEM) ",,,,,,5
"KORTO, Joseph D. Z. (LERP) ",,,,3,"SANDO, G. Aaron (NDPL) ",,82,"SIRYON, Haja Fata (NDPL) ",,,,,,28
"KPOTO, Robert Momo (ULD) ",,,,2,"SARNOR, Faliku G. (CDC) ",,11,"WILES, David Momolu (COTOL) ",,,,,,83
"KROMAH, Alhaji G. V. (ALCOP) ",,,,2,"VINCENT, Erik Bauman (APD) ",,3,"ZENNEH, George M. (LP) ",,,,,,12
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,17,"VINCENT, Lincoln  (LDP) ",,6,,"Valid Votes: ",,,,,299
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,7,,"Invalid Votes: ",,,,,37
"REEVES, Alfred Garpee (NRP) ",,,,2,,"Valid Votes: ",560,,"Total Votes: ",,,,,336
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,65,,"Invalid Ballots: ",19,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",579,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,31,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,43,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,4,,,,,,,,,,
,"Valid Votes: ",,,306,,,,,,,,,,
,"Invalid Votes: ",,,33,,,,,,,,,,
,"Total Votes: ",,,339,,,,,,,,,,
"Precinct: 03039 ","Polling Place: ",1,,,,,"Total: 371 ","Age 18-27: 34.5% ","Age 48-57: ",,,"10.2%",,
"QUENYONDEE TOWN HALL, QUENYONDEE, Bomi ",,,,,,,"Males: 50.4% Females: 49.6% ","Age 28-37: 27.5% Age 38-47: 15.4% ","Age 58-67: Age 68+: ",,,"6.2%6.2%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"ANDERSON, Alfred Boimah (NPP) ",,8,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,21,
"BRUMSKINE, Charles Walker (LP) ",,,9,"BALLOH, Musah  (ALCOP) ",,6,"GBELLAY, SR., John I. (UP) ",,,,,,21,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"BENSON, Rebecca T. (LP) ",,31,"GOLANYON, Daniel Amadu (NPP) ",,,,,,7,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"BROWN, Samuel Njalbae (LP) ",,9,"JABATEH, M. Khalifa (NRP) ",,,,,,25,
"FARHAT, David M. (FDP) ",,,1,"DEVINE, Richard Blamah (COTOL) ",,49,"KARNEH, A.J. Armah (ALCOP) ",,,,,,5,
"JALLAH, Armah Zolu (NPL) ",,,0,"JOHNSON, Sando Dazoe (NPP) ",,11,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,6,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,207,"KO-JUAH, Amos Boima (UP) ",,30,"MANUBAH, Musu Foley (LPL) ",,,,,,20,
"KIADII, George Momodu (NATVIPOL) ",,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,52,"SAMOLAH, Adama Boimah (CDC) ",,,,,,18,
"KIEH, JR., George Klay (NDM) ",,,0,"MASSALEY, Mohammed Aliu (UP) ",,34,"SHERIFF, Daouda V. (PRODEM) ",,,,,,0,
"KORTO, Joseph D. Z. (LERP) ",,,0,"SANDO, G. Aaron (NDPL) ",,154,"SIRYON, Haja Fata (NDPL) ",,,,,,100,
"KPOTO, Robert Momo (ULD) ",,,1,"SARNOR, Faliku G. (CDC) ",,15,"WILES, David Momolu (COTOL) ",,,,,,41,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,"VINCENT, Erik Bauman (APD) ",,4,"ZENNEH, George M. (LP) ",,,,,,10,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,4,"VINCENT, Lincoln  (LDP) ",,5,,"Valid Votes: ",,,,,274,
"MORLU, John Sembe (UDA) ",,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,95,,"Invalid Votes: ",,,,,18,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",503,,"Total Votes: ",,,,,292,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,11,,"Invalid Ballots: ",11,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,"Valid Votes + Invalid Ballots: ",514,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,1,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,6,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,36,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,280,,,,,,,,,,,
,"Invalid Votes: ",,16,,,,,,,,,,,
,"Total Votes: ",,296,,,,,,,,,,,
"Precinct: 03040 ","Polling Place: ",1,,,,,,"Total: 114 ","Age 18-27: 23.7% ","Age 48-57: ",,,"10.5%",
"NYANAHUN PALAVA HUT, NYANAHUN, Bomi ",,,,,,,,"Males: 52.6% Females: 47.4% ","Age 28-37: 26.3% Age 38-47: 20.2% ","Age 58-67: Age 68+: ",,,"10.5%8.8%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"ANDERSON, Alfred Boimah (NPP) ",,5,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,2
"BRUMSKINE, Charles Walker (LP) ",,,,4,"BALLOH, Musah  (ALCOP) ",,8,"GBELLAY, SR., John I. (UP) ",,,,,,4
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BENSON, Rebecca T. (LP) ",,54,"GOLANYON, Daniel Amadu (NPP) ",,,,,,1
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,4,"JABATEH, M. Khalifa (NRP) ",,,,,,7
"FARHAT, David M. (FDP) ",,,,1,"DEVINE, Richard Blamah (COTOL) ",,12,"KARNEH, A.J. Armah (ALCOP) ",,,,,,62
"JALLAH, Armah Zolu (NPL) ",,,,0,"JOHNSON, Sando Dazoe (NPP) ",,6,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,4
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,56,"KO-JUAH, Amos Boima (UP) ",,10,"MANUBAH, Musu Foley (LPL) ",,,,,,1
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,4,"SAMOLAH, Adama Boimah (CDC) ",,,,,,2
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,57,"SHERIFF, Daouda V. (PRODEM) ",,,,,,2
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,5,"SIRYON, Haja Fata (NDPL) ",,,,,,4
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,9,"WILES, David Momolu (COTOL) ",,,,,,5
"KROMAH, Alhaji G. V. (ALCOP) ",,,,6,"VINCENT, Erik Bauman (APD) ",,0,"ZENNEH, George M. (LP) ",,,,,,5
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"VINCENT, Lincoln  (LDP) ",,3,,"Valid Votes: ",,,,,99
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,5,,"Invalid Votes: ",,,,,4
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",182,,"Total Votes: ",,,,,103
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,7,,"Invalid Ballots: ",2,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",184,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,14,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,8,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,100,,,,,,,,,,
,"Invalid Votes: ",,,4,,,,,,,,,,
,"Total Votes: ",,,104,,,,,,,,,,
"Precinct: 03041 ","Polling Place: ",1,,,,,"Total: 219 ","Age 18-27: 27.9% ","Age 48-57: ",,,"11.4%",,
"FOLLEY TOWN  PALAVA HUT, FOLLEY TOWN, Bomi ",,,,,,,"Males: 46.6% Females: 53.4% ","Age 28-37: 28.3% Age 38-47: 15.5% ","Age 58-67: Age 68+: ",,,"9.6%7.3%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,5,"ANDERSON, Alfred Boimah (NPP) ",,16,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,5,
"BRUMSKINE, Charles Walker (LP) ",,,0,"BALLOH, Musah  (ALCOP) ",,3,"GBELLAY, SR., John I. (UP) ",,,,,,12,
"CONNEH, Sekou Damate (PRODEM) ",,,2,"BENSON, Rebecca T. (LP) ",,25,"GOLANYON, Daniel Amadu (NPP) ",,,,,,0,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"BROWN, Samuel Njalbae (LP) ",,2,"JABATEH, M. Khalifa (NRP) ",,,,,,0,
"FARHAT, David M. (FDP) ",,,1,"DEVINE, Richard Blamah (COTOL) ",,10,"KARNEH, A.J. Armah (ALCOP) ",,,,,,0,
"JALLAH, Armah Zolu (NPL) ",,,0,"JOHNSON, Sando Dazoe (NPP) ",,106,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,0,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,39,"KO-JUAH, Amos Boima (UP) ",,10,"MANUBAH, Musu Foley (LPL) ",,,,,,22,
"KIADII, George Momodu (NATVIPOL) ",,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,18,"SAMOLAH, Adama Boimah (CDC) ",,,,,,5,
"KIEH, JR., George Klay (NDM) ",,,0,"MASSALEY, Mohammed Aliu (UP) ",,39,"SHERIFF, Daouda V. (PRODEM) ",,,,,,4,
"KORTO, Joseph D. Z. (LERP) ",,,0,"SANDO, G. Aaron (NDPL) ",,28,"SIRYON, Haja Fata (NDPL) ",,,,,,64,
"KPOTO, Robert Momo (ULD) ",,,0,"SARNOR, Faliku G. (CDC) ",,3,"WILES, David Momolu (COTOL) ",,,,,,36,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,"VINCENT, Erik Bauman (APD) ",,3,"ZENNEH, George M. (LP) ",,,,,,3,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,1,"VINCENT, Lincoln  (LDP) ",,5,,"Valid Votes: ",,,,,151,
"MORLU, John Sembe (UDA) ",,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,12,,"Invalid Votes: ",,,,,17,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",280,,"Total Votes: ",,,,,168,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,6,,"Invalid Ballots: ",10,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,"Valid Votes + Invalid Ballots: ",290,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,4,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,69,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,29,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,3,,,,,,,,,,,
,"Valid Votes: ",,160,,,,,,,,,,,
,"Invalid Votes: ",,9,,,,,,,,,,,
,"Total Votes: ",,169,,,,,,,,,,,
"Precinct: 03042 ","Polling Place: ",1,,,,,,"Total: 544 ","Age 18-27: 44.9% ","Age 48-57: ",,,"8.1%",
"Gba Community School , GBA JA KEH, Bomi ",,,,,,,,"Males: 65.3% Females: 34.7% ","Age 28-37: 25.7% Age 38-47: 14.7% ","Age 58-67: Age 68+: ",,,"4.2%2.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,7,"ANDERSON, Alfred Boimah (NPP) ",,27,"BOIMAH, Sando Samuel (NPP) ",,,,,,31
"BRUMSKINE, Charles Walker (LP) ",,,,4,"BALLOH, Musah  (ALCOP) ",,14,"BROWN, Jeru S. (NDPL) ",,,,,,16
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BENSON, Rebecca T. (LP) ",,36,"GRAY, Quaye Boimah (CDC) ",,,,,,100
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,17,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,25
"FARHAT, David M. (FDP) ",,,,6,"DEVINE, Richard Blamah (COTOL) ",,54,"TYLER, Jenekai Alex (COTOL) ",,,,,,37
"JALLAH, Armah Zolu (NPL) ",,,,3,"JOHNSON, Sando Dazoe (NPP) ",,30,"YORYOR, Miatta Richardson (UP) ",,,,,,51
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,52,"KO-JUAH, Amos Boima (UP) ",,29,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,18
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,90,,"Valid Votes: ",,,,,278
"KIEH, JR., George Klay (NDM) ",,,,2,"MASSALEY, Mohammed Aliu (UP) ",,26,,"Invalid Votes: ",,,,,54
"KORTO, Joseph D. Z. (LERP) ",,,,2,"SANDO, G. Aaron (NDPL) ",,23,,"Total Votes: ",,,,,332
"KPOTO, Robert Momo (ULD) ",,,,1,"SARNOR, Faliku G. (CDC) ",,100,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,2,"VINCENT, Erik Bauman (APD) ",,14,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,8,"VINCENT, Lincoln  (LDP) ",,14,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,44,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,2,,"Valid Votes: ",518,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,6,,"Invalid Ballots: ",35,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",553,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,2,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,12,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,186,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,299,,,,,,,,,,
,"Invalid Votes: ",,,35,,,,,,,,,,
,"Total Votes: ",,,334,,,,,,,,,,
"Precinct: 03042 ","Polling Place: ",2,,,,,,"Total: 550 ","Age 18-27: 47.6% ","Age 48-57: ",,,"6.7%",
"Gba Community School , GBA JA KEH, Bomi ",,,,,,,,"Males: 68.2% Females: 31.8% ","Age 28-37: 24.4% Age 38-47: 13.5% ","Age 58-67: Age 68+: ",,,"4.7%3.1%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"ANDERSON, Alfred Boimah (NPP) ",,25,"BOIMAH, Sando Samuel (NPP) ",,,,,,21
"BRUMSKINE, Charles Walker (LP) ",,,,10,"BALLOH, Musah  (ALCOP) ",,16,"BROWN, Jeru S. (NDPL) ",,,,,,16
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BENSON, Rebecca T. (LP) ",,46,"GRAY, Quaye Boimah (CDC) ",,,,,,100
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"BROWN, Samuel Njalbae (LP) ",,33,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,44
"FARHAT, David M. (FDP) ",,,,2,"DEVINE, Richard Blamah (COTOL) ",,61,"TYLER, Jenekai Alex (COTOL) ",,,,,,52
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,36,"YORYOR, Miatta Richardson (UP) ",,,,,,46
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,51,"KO-JUAH, Amos Boima (UP) ",,31,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,24
"KIADII, George Momodu (NATVIPOL) ",,,,2,"LANSANAH, Lahai Gbabye (NDPL) ",,88,,"Valid Votes: ",,,,,303
"KIEH, JR., George Klay (NDM) ",,,,2,"MASSALEY, Mohammed Aliu (UP) ",,29,,"Invalid Votes: ",,,,,28
"KORTO, Joseph D. Z. (LERP) ",,,,3,"SANDO, G. Aaron (NDPL) ",,24,,"Total Votes: ",,,,,331
"KPOTO, Robert Momo (ULD) ",,,,2,"SARNOR, Faliku G. (CDC) ",,95,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,2,"VINCENT, Erik Bauman (APD) ",,12,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,6,"VINCENT, Lincoln  (LDP) ",,20,,,,,,,
"MORLU, John Sembe (UDA) ",,,,3,"WASHINGTON, Hajah Sheri (COTOL) ",,23,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",539,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,5,,"Invalid Ballots: ",17,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",556,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,5,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,14,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,200,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,3,,,,,,,,,,
,"Valid Votes: ",,,317,,,,,,,,,,
,"Invalid Votes: ",,,15,,,,,,,,,,
,"Total Votes: ",,,332,,,,,,,,,,
"Precinct: 03042 ","Polling Place: ",3,,,,,,"Total: 534 ","Age 18-27: 44.0% ","Age 48-57: ",,,"9.7%",
"Gba Community School , GBA JA KEH, Bomi ",,,,,,,,"Males: 66.9% Females: 33.1% ","Age 28-37: 25.5% Age 38-47: 15.2% ","Age 58-67: Age 68+: ",,,"3.6%2.1%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,5,"ANDERSON, Alfred Boimah (NPP) ",,24,"BOIMAH, Sando Samuel (NPP) ",,,,,,35
"BRUMSKINE, Charles Walker (LP) ",,,,4,"BALLOH, Musah  (ALCOP) ",,10,"BROWN, Jeru S. (NDPL) ",,,,,,14
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BENSON, Rebecca T. (LP) ",,39,"GRAY, Quaye Boimah (CDC) ",,,,,,99
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"BROWN, Samuel Njalbae (LP) ",,24,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,26
"FARHAT, David M. (FDP) ",,,,1,"DEVINE, Richard Blamah (COTOL) ",,57,"TYLER, Jenekai Alex (COTOL) ",,,,,,35
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,21,"YORYOR, Miatta Richardson (UP) ",,,,,,51
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,57,"KO-JUAH, Amos Boima (UP) ",,40,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,16
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,91,,"Valid Votes: ",,,,,276
"KIEH, JR., George Klay (NDM) ",,,,1,"MASSALEY, Mohammed Aliu (UP) ",,26,,"Invalid Votes: ",,,,,49
"KORTO, Joseph D. Z. (LERP) ",,,,1,"SANDO, G. Aaron (NDPL) ",,28,,"Total Votes: ",,,,,325
"KPOTO, Robert Momo (ULD) ",,,,2,"SARNOR, Faliku G. (CDC) ",,93,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"VINCENT, Erik Bauman (APD) ",,16,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,5,"VINCENT, Lincoln  (LDP) ",,17,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,40,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,,"Valid Votes: ",526,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,13,,"Invalid Ballots: ",16,,,,,,,
