21113,"FOYA CITY ","FOYA MARKET HALL ","8 4,527 ","- ","-",,
21114,"FOYA KAMARA ","FOYA TOWN HALL ","2 683 ","- ","-",,
21115,"KPENGAMAI ","KPENGAMAI TOWN HALL ","1 273 ","- ","-",,
21116,"SHELLOE ","TAMBA TAYLOR PUBLIC SCHOOL ","2 1,124 ","- ","-",,
21117,"MEDEKORMA ","MEDEKORMA TOWN HALL ","1 517 ","- ","-",,
21118,"NDEMHUMA ","NDEMHUMA TOWN HALL ","1 375 ","- ","-",,
21119,"SODU ","SODU TOWN HALL ","1 445 ","- ","-",,
21120,"WORSONGA ","WORSONGA TOWN HALL ","1 588 ","- ","-",,
21121,"KPONDODU ","KPONDODU TOWN HALL ","1 391 ","- ","-",,
21122,"SOLOMBA ","SOLOMBA PUBLIC SCHOOL ","2 797 ","- ","-",,
21123,"TAMALO TOWN ","TAMALO TOWN ","1 225 ","- ","-",,
21124,"BORLILOE ","BORLILOE TOWN HALL ","1 501 ","- ","-",,
21125,"PORLUMA ","PORLUMA TOWN HALL ","2 857 ","- ","-",,
21126,"SADU ","SADU PUBLIC SCHOOL ","1 176 ","- ","-",,
21127,"KABLAMA ","KABLAMATOWN HALL ","1 147 ","- ","-",,
21128,"MAMBO ","MAMBO TOWN HALL ","1 527 ","- ","-",,
21129,"LENGBAMA ","LENGBAMA TOWN HALL ","1 592 ","- ","-",,
21130,"FOYA CUSTOMS ","FOYA CUSTOM  TOWN HALL ","2 603 ","- ","-",,
,,"COUNTY: LOFAELECTORAL DISTRICT: 2",,,,,
,,,,"Non-",,,
,,,"General ",,"Non-",,
"Precinct ",,,"Polling General ","Returned IDP","Returned ",,
"Code ","Locality ","Address ","Places Voters ","Polling ","IDPVoters",,
,,,,"Places **",,,
21028,"BODAH ","BODAH TOWN HALL ","1 237 ","- ","-",,
21032,"WOUMAI ","WOUMAI PUBLIC SCHOOL ","2 733 ","- ","-",,
21039,"LUTIZU ","LUTIZU TOWN HALL ","1 231 ","- ","-",,
21040,"GBALAKPALAZU ","GBALAKPALAZU TOWN HALL ","1 177 ","- ","-",,
21041,"JOHN-TA ","JHON-PUBLIC SCHOOL ","1 581 ","- ","-",,
21042,"KARZA ","KARZA TOWN HALL ","1 125 ","- ","-",,
21043,"WOBANYAMAI ","WOBANAMAI TOWN HALL ","1 73 ","- ","-",,
21044,"KALASEZIA ","KALASEZIA TOWN HALL ","1 60 ","- ","-",,
21045,"KPANDEMAI ","KPANDEMAI PUBLIC SCHOOL ","1 318 ","- ","-",,
21046,"BITEBA ","BITEBA TOWN HALL ","1 77 ","- ","-",,
21047,"LISCO/ALABAMA CAMP ","LISCO TOWN HALL ","1 105 ","- ","-",,
21048,"DAVID SELMA-TA ","DAVID SELMA-TA PUBLIC SCHOOL ","1 428 ","- ","-",,
21049,"TENEBU ","TENEBU PUBLIC SCHOOL ","1 386 ","- ","-",,
21050,"DAYZEBAH ","DAYZEBA TOWN HALL ","1 186 ","- ","-",,
21072,"KPAKAMAI ","KPAKAMAI PUBLIC HALL ","1 395 ","- ","-",,
21073,"VELEZALA ","TUBMAN ELEMENTARY & JUNIOR HIGH SCHOOL ","2 682 ","- ","-",,
21074,"VAVAMAI ","VAVAMAI TOWN HALL ","1 93 ","- ","-",,
21075,"ZEWORDAMAI ","ZEWORDAMAI PUBLIC SCHOOL ","2 669 ","- ","-",,
"*21076 ","KORGLAZA ","KORGLAZA",,,,,
21077,"JOHNY TOWN ","JONNY,S TOWN PUBLIC SCHOOL ","1 245 ","- ","-",,
21087,"BOLAHUN ","BOLAHUN PUBLIC SCHOOL ","1 540 ","- ","-",,
21088,"SOSOMOLAHUN ","SOSOMOLAHUN TOWN HALL ","1 221 ","- ","-",,
21089,"MASAMBOLAHUN ","MASAMBOLAHUN TOWN HALL ","2 727 ","- ","-",,
21090,"POLOWU ","POLOWU TOWN HALL ","1 497 ","- ","-",,
21091,"KIMBALAHUN ","KIMBALAHUN TOWN HALL ","1 387 ","- ","-",,
21093,"BONDOWALAHUN ","BONDOWALAHUN TOWN HALL ","1 250 ","- ","-",,
21094,"POPALAHUN ","POPALAHUN PUBLIC SCHOOL ","2 675 ","- ","-",,
21095,"KENYATAHUN ","KENYATAHUN TOWN HALL ","1 263 ","- ","-",,
21096,"YANDOHUN ","YANDOHUN TOWN HALL ","1 223 ","- ","-",,
21097,"KANGAMA ","YALLAHUN TOWN HALL ","1 497 ","- ","-",,
21098,"YENGEMA ","YENGEMA TOWN HALL ","1 348 ","- ","-",,
21099,"KAMATAHUN -HASSALA ","KAMATAHUN -HASSALA TOWN HALL ","1 337 ","- ","-",,
21100,"FOKLAHUN ","FOKOLAHUN TOWN HALL ","1 251 ","- ","-",,
21101,"LUKASU ","LUKASU TOWN HALL ","1 496 ","- ","-",,
21102,"KAILAHUN ","KAILAHUN TOWN HALL ","1 310 ","- ","-",,
21103,"LOMOBOBA ","LOMBOBA TOWN HALL ","1 30 ","- ","-",,
21104,"KONEHUN ","KONEHUN TOWN HALL ","1 136 ","- ","-",,
21105,"YASSELAHUN ","YASSELAHUN TOWN HALL ","2 657 ","- ","-",,
21106,"GONDOLAHUN ","GONDOLAHUN TOWN HALL ","1 460 ","- ","-",,
21131,"VAHUN TOWN ","VAHUN PUBLIC SCHOOL ","3 1,476 ","- ","-",,
21132,"VAHUN TOWN ","VAHUN COUNCIL HALL ","2 1,083 ","- ","-",,
21133,"BUMBUMA ","BUMBUMA PUBLIC SCHOOL ","2 656 ","- ","-",,
21134,"KWAYAMA ","KWAYANA ","1 257 ","- ","-",,
21135,"MIMORLAHUM ","MIMORLAHUN PUBLIC SCHOOL ","2 631 ","- ","-",,
21137,"FOLIMA ","FOLIMA TOWN HALL ","2 1,188 ","- ","-",,
21138,"GBAAMA ","GBAAMA ","1 339 ","- ","-",,
,,,"COUNTY: LOFAELECTORAL DISTRICT: 3",,,,
,,,,,"Non-",,
,,,,"General ",,"Non-",
"Precinct Code ",,"Locality ","Address ","Polling GeneralVoters Places ","Returned IDPPolling ","Returned IDPVoters",
,,,,,"Places **",,
21051,,"VOINJAMA CITY ","VOINJAMA F.P MISSION SCHOOL ","3 1,635 ","- ","-",
21052,,"VOINJAMA CITY ","VOINJAMA PUBLIC SCHOOL ","4 2,020 ","- ","-",
21053,,"VOINJAMA CITY ","VOINJAMA CATHOLIC SCHOOL ","4 1,833 ","- ","-",
21054,,"VOINJAMA CITY ","VOINJAMA MARKET HALL ","6 3,215 ","- ","-",
21055,,"BAKIEDOU ","BAKIEDOU PUBLIC SCHOOL ","3 1,469 ","- ","-",
21056,,"JARMULOR ","JARNUFUMA PUBLIC SCHOOL ","1 384 ","- ","-",
21057,,"KANELA ","KANELA TOWN HALL ","2 746 ","- ","-",
21058,,"TUSSU ","TUSSU TOWN HALL ","2 650 ","- ","-",
21059,,"KOLELA ","KOLELA TOWN HALL ","3 1,302 ","- ","-",
21060,,"MARVEKONDO ","MARVEKONDO TOWN HALL ","2 795 ","- ","-",
21061,,"KONDADU ","KONDADU TOWN HALL ","4 2,162 ","- ","-",
21062,,"SIRMODU ","SIRMODU TOWN HALL ","1 314 ","- ","-",
21063,,"WOMANOR ","WOMANOR TOWN HALL ","1 235 ","- ","-",
21064,,"SAKOMEDU ","SAKOMEDU PUBLIC SCHOOL ","4 2,042 ","- ","-",
21065,,"KUGBEMAI ","KUGBEMAI TOWN HALL ","1 416 ","- ","-",
21066,,"VONEMA ","VONEMA TOWN HALL ","1 377 ","- ","-",
21067,,"LAWALAZU ","LAWALAZU PUBLIC SCHOOL ","2 1,128 ","- ","-",
21068,,"TOBOGIZIZU ","TOBOGIZIZU TOWN HALL ","2 704 ","- ","-",
21069,,"YANDIZU ","YANDIZU PUBLIC SCHOOL ","1 346 ","- ","-",
21070,,"BITIJAMA ","BITIJAMA TOWN HALL ","1 378 ","- ","-",
21071,,"BAZAGIZIA ","BAZAGIZIA TOWN HALL ","1 386 ","- ","-",
,,,"COUNTY: LOFAELECTORAL DISTRICT: 4",,,,
,,,,,"Non-",,
,,,,"General ",,"Non-",
"Precinct Code ",,"Locality ","Address ","Polling General Voters Places ","Returned IDPPolling ","Returned IDPVoters",
,,,,,"Places **",,
21001,,"GANGLOTA ","GLEH EL & JR HIGH SCHOOL ","1 542 ","- ","-",
21002,,"BEYANTA ","BEYANTA TOWN HALL ","1 475 ","- ","-",
21003,,"GBAKOLE ","GBAKOLE TOWN HALL ","1 200 ","- ","-",
21004,,"GBONGIE ","GBONGIE TOWN HALL ","1 228 ","- ","-",
21005,,"GBAKOITA ","GBAKOITA TOWN HALL ","1 48 ","- ","-",
21006,,"GBONYEA ","GBONYEA TOWN HALL ","1 432 ","- ","-",
21007,,"KPAYAKOLE ","KPAYAKOLE TOWN HALL ","1 286 ","- ","-",
21008,,"GORLU ","GORLU PUBLIC SCHOOL ","2 1,008 ","- ","-",
21009,,"TELIMU ","TELIMU TOWN HALL ","1 280 ","- ","-",
21010,,"SALAYEA ","SALAYEA PUBLIC SCHOOL ","3 1,703 ","- ","-",
21011,,"TAILEMAI ","TAILMAI TOWN HALL ","1 425 ","- ","-",
21012,,"YARPUAH ","YARPUAH PUBLIC SCHOOL ","2 765 ","- ","-",
21013,,"KPEIEYEA ","KPEIEYEA CLINIC ","2 951 ","- ","-",
21014,,"GBANWAY ","GBANWAY PUBLIC SCHOOL ","1 385 ","- ","-",
21015,,"SUCROMU ","PUBLIC BUILDING ","2 1,026 ","- ","-",
21016,,"ZOLOWO ","GUZAL PUBLIC SCHOOL ","3 1,322 ","- ","-",
21017,,"ZOLOWO ","GUZAL PUBLIC SCHOOL 11 ","1 503 ","- ","-",
21018,,"FASAWALOZU ","FASAWALOZU TOWN HALL ","1 248 ","- ","-",
21019,,"ZORZOR TOWN ","ZORZOR PUBLIC SCHOOL 11 ","2 1,072 ","- ","-",
21020,,"ZORZOR TOWN ","ZORZOR PUBLIC SCHOOL 1 ","4 2,166 ","- ","-",
21021,,"KILIWU ","KILWU PUBLIC SCHOOL ","1 514 ","- ","-",
21022,,"YEALA ","YEALA PUBLIC SCHOOL ","2 902 ","- ","-",
21023,,"FISSIBU ","FISSEBU PUBLIC SCHOOL ","4 1,870 ","- ","-",
21024,,"BORKEAZA ","BORKEAZA PUBLIC SCHOOL ","3 1,515 ","- ","-",
21025,,"ZELEMAI ","ZELAMAI PUBLIC SCHOOL ","1 581 ","- ","-",
21026,,"ZUWULOR ","ZUWULOR TOWN HALL ","1 378 ","- ","-",
21027,,"KONIA ","GARBO PUBLIC SCHOOL 1 ","2 1,003 ","- ","-",
21029,,"KONIA ","GARBO PUBLIC SCHOOL 11 ","1 562 ","- ","-",
21030,,"ZIGGIDA ","ZIGGIDA PUBLIC SCHOOL ","2 758 ","- ","-",
21031,,"WOZI ","WOZI PUBLIC SCHOOL ","1 249 ","- ","-",
21033,,"LUYEAMA ","LUYEMA TOWN HALL ","1 340 ","- ","-",
21034,,"BARZIWAN ","BARZIWAN TOWN HALL ","1 397 ","- ","-",
21035,,"WAKESU ","WAKESU TOWN HALL ","1 364 ","- ","-",
21036,,"KPASIGIZIZIA ","KPASIGIA TOWN HALL ","1 488 ","- ","-",
21037,,"KABATA ","KABATA TOWN HALL ","1 66 ","- ","-",
21038,,"BARWAHN ","BARWAHN TOWN HALL ","1 121 ","- ","-",
,,"COUNTY: MARGIBIELECTORAL DISTRICT: 1",,,,,
,,,,"Non-",,,
,,,"General ",,"Non-",,
"Precinct ",,,"General ","Returned ","Returned ",,
"Code ","Locality ","Address","Polling Places Voters","IDP Polling ","IDPVoters",,
,,,,"Places **",,,
24001,"LAKAYTA TOWNSHIP ","LAKAYTA HEALTH CENTRE ","4 1,821 ","- ","-",,
24002,"SHERMAN FARM 1 ","MARKER PUBLIC SCHOOL ","1 500 ","- ","-",,
24003,"SHERMAN FARM 1 ","PALAVA HUT ","1 224 ","- ","-",,
24004,"SHERMAN FARM 1 ","PALAVA HUT ","2 648 ","- ","-",,
24005,"SHERMAN FARM 2 ","PALAVA HUT ","1 582 ","- ","-",,
24006,"SHERMAN FARM 2 ","PALAVA HUT ","1 406 ","- ","-",,
24007,"VAHN YAMAH ","ORA GENE PUBLIC SCHOOL ","1 373 ","- ","-",,
24008,"VAHN YAMAH ","PALAVA HUT ","1 175 ","- ","-",,
24009,"VAHN YAMAH ","PALAVA HUT ","2 851 ","- ","-",,
24010,"YEAMAH TOWN ","TOWN HALL ","1 500 ","- ","-",,
24011,"CINTA TOWNSHIP ","CINTA PUBLIC SCHOOL ","2 1,153 ","- ","-",,
24012,"STEYO FARM ","BROWNELL JNR HIGH SCHOOL ","2 697 ","- ","-",,
24013,"STEYO FARM ","MARY PAGE FARM ","1 192 ","- ","-",,
24014,"STEYO FARM ","STEWART TOWN ","1 212 ","- ","-",,
24015,"KONOLA AREA ","KONOLA MISSION ","2 1,039 ","- ","-",,
24016,"JINNIE TA ","JINNIE TA SCHOOL ","2 622 ","- ","-",,
24017,"JINNIE TA ","PALAVA HUT ","1 584 ","- ","-",,
24018,"JINNIE TA ","PAN MISSION SCHOOL ","1 295 ","- ","-",,
24019,"WEALA ","WEALA RIVERSIDE SCHOOL ","5 2,694 ","- ","-",,
24020,"BLOYGUELLEN ","PALAVA HUT ","3 1,494 ","- ","-",,
24021,"BORLOLA TOWNSHIP ","PUBLIC SCHOOL BUILDING ","4 1,847 ","- ","-",,
24022,"BAYPOPU TOWN ","PUBLIC SCHOOL BUILDING ","2 1,134 ","- ","-",,
24023,"GERMAN CAMP1-3 ","PALAVA HUT ","2 615 ","- ","-",,
24024,"GERMAN CAMP1-3 ","PALAVA HUT ","2 818 ","- ","-",,
24025,"GERMAN CAMP1-3 ","PALAVA HUT ","1 498 ","- ","-",,
24026,"PERKINS FARM ","SCHOOL BUILDING ","1 485 ","- ","-",,
24027,"PERKINS FARM ","PALAVA HUT ","1 375 ","- ","-",,
24028,"PERKINS FARM ","PALAVA HUT ","1 420 ","- ","-",,
24029,"PETERS TOWN ","PALAVA HUT ","2 617 ","- ","-",,
24030,"PETERS TOWN ","PALAVA HUT ","1 288 ","- ","-",,
24031,"PETERS TOWN ","PALAVA HUT ","2 965 ","- ","-",,
24032,"WOHN ","COMMUNITY SCHOOL ","3 1,652 ","- ","-",,
24033,"WOHN ","PALAVA HUT ","1 228 ","- ","-",,
24034,"WOHN ","PALAVA TOWN ","1 226 ","- ","-",,
24124,"CONNEH IDP ","IDP CAMP , PALAVA HUT ","2 755 ",2,"1,141",,
24126,"HORTINGS FARM ","IDP CAMP , PALAVA HUT ","1 71 ",1,231,,
24127,"MASSAQUOR TOWN ","IDP CAMP , PALAVA HUT ","1 37 ",1,236,,
24129,"KONOLAVAI ","IDP CAMP , PALAVA HUT ","1 236 ",1,30,,
,,"COUNTY: MARGIBIELECTORAL DISTRICT: 2",,,,,
,,,,"Non-",,,
,,,"General ",,"Non-",,
"Precinct ",,,"General ","Returned ","Returned ",,
"Code ","Locality ","Address","Polling Voters Places ","IDP Polling ","IDPVoters",,
,,,,"Places **",,,
24035,"BWI AREA ","DINING HALL ","3 1,583 ","- ","-",,
24036,"MANDINGO QUARTER ","EVENING STAR BAPTIST SCHOOL ","3 1,589 ","- ","-",,
24037,"BUZI & FROG ISLAND ","E.J. YANCY SCHOOL ","2 1,101 ","- ","-",,
24038,"CENTRAL KAKATA 1 ","FEDERATION OF  TRANSPORT UNION ","3 1,532 ","- ","-",,
24039,"CENTRAL KAKATA 2 ","GENUINE TRANSPORT UNION ","3 1,649 ","- ","-",,
24040,"14 ROAD & MATRALE CO ","KAKATA COMMUNITY COLLEGE ","3 1,264 ","- ","-",,
24041,"LANGO TOWN ","ST PAUL LUTHERAN SCHOOL ","4 1,991 ","- ","-",,
24042,"BASSA COMMUNITY ","LIPPY HIGH SCHOOL ","2 1,141 ","- ","-",,
24043,"GBANDI & KISSI ","CALVARY BAPTIST SCHOOL ","2 791 ","- ","-",,
24044,"VAI TOWN ","ANSARU ISLAMIC SCHOOL ","2 782 ","- ","-",,
24045,"SUGAR HILL 1 ","JOHN JOSEPH SCHOOL ","2 1,086 ","- ","-",,
24046,"SUGAR HILL 2 ","FREE PENTECOSTAL SCHOOL ","2 902 ","- ","-",,
24047,"BORLORA JUNCTION ","NEW ADMINISTRATION BUILDING ","3 1,420 ","- ","-",,
24048,"26 GAYE COMMUNITY ","BRIGHT FARM SCHOOL ","2 793 ","- ","-",,
24049,"BONG MINES ROAD ","CONQUERORS PENTECOSTAL SCHOOL ","2 1,149 ","- ","-",,
24050,"NEW KAKATA 1 ","DOMINQUE HINNAH JUNIOR SCHOOL ","2 704 ","- ","-",,
24051,"NEW KAKATA 2 ","BETHEL FOUNDATION ACADEMY ","2 616 ","- ","-",,
24105,"DIVISION 24 CAMP ","DIVISION 24 OFFICE ","1 576 ","- ","-",,
24106,"DIVISION 24 CAMP ","DIVISION 25 OFFICE ","1 274 ","- ","-",,
24107,"DIVISION 24 CAMP ","DIVISION  26 OFFICE ","1 341 ","- ","-",,
24108,"DIVISION 27 CAMP ","DIVISION 27 OLD CAMP ","1 496 ","- ","-",,
24109,"DIVISION 27 CAMP ","DIVISION 28 SCHOOL ","1 276 ","- ","-",,
24112,"DIVISION 30 CAMP ","DIVISION 30 OFFICE ","3 1,611 ","- ","-",,
24113,"DIVISION 33 CAMP ","DIVISION 33 SCHOOL ","1 346 ","- ","-",,
24114,"DIVISION 33 CAMP ","DIVISION 34 OFFICE ","1 283 ","- ","-",,
24115,"DIVISION 35 CAMP ","DIVISION 35 OFFICE ","1 243 ","- ","-",,
,,"COUNTY: MARGIBIELECTORAL DISTRICT: 3",,,,,
,,,,"Non-",,,
,,,"General ",,"Non-",,
"Precinct ",,,"Polling General","Returned ","Returned ",,
"Code ","Locality ","Address","Places Voters ","IDP Polling ","IDPVoters",,
,,,,"Places **",,,
24079,"DIVISION 41 CAMP ","41 OFFICE ","1 518 ","- ","-",,
24080,"DIVISION 41 CAMP ","42 OFFICE ","1 217 ","- ","-",,
24081,"DIVISION 41 CAMP ","43 OFFICE ","1 566 ","- ","-",,
24082,"DIVISION 41 CAMP ","44 OFFICE ","1 199 ","- ","-",,
24083,"DIVISION 45 CAMP ","DEAD BODY CAMP ","4 2,383 ","- ","-",,
24084,"DIVISION 45 CAMP ","HARBEL CLUB HOUSE ","4 2,212 ","- ","-",,
24085,"DIVISION 45 CAMP ","HARBEL MULTILATERAL SCHOOL ","5 2,541 ","- ","-",,
24086,"DIVISION 45 CAMP ","FIELD HOUSE ","4 2,137 ","- ","-",,
24087,"DU-BRIDGE CAMP ","PALAVA HUT ","1 302 ","- ","-",,
24088,"DU-BRIDGE CAMP ","PALAVA HUT ","1 504 ","- ","-",,
24089,"DU-BRIDGE CAMP ","PALAVA HUT ","1 201 ","- ","-",,
24090,"DIVISION 2 CAMP ","DIVISION 2 OFFICE ","1 281 ","- ","-",,
24091,"DIVISION 2 CAMP ","PALAVA HUT ","1 292 ","- ","-",,
24092,"DIVISION 2 CAMP ","PALAVA HUT ","1 347 ","- ","-",,
"*24094 ","DIVISION 7 CAMP ","DIVISION 7 CAMP",,,,,
24093,"DIVISION 2 CAMP ","PALAVA HUT ","1 402 ","- ","-",,
24095,"DIVISION 7 CAMP ","PALAVA HUT ","2 816 ","- ","-",,
24096,"DIVISION 7 CAMP ","PALAVA HUT ","2 710 ","- ","-",,
24097,"DIVISION 11 CAMP ","PALAVER HUT ","2 818 ","- ","-",,
24098,"DIVISION 11 CAMP ","PALAVER HUT ","1 113 ","- ","-",,
24099,"DIVISION 11 CAMP ","PALAVER HUT ","1 307 ","- ","-",,
24100,"DIVISION 11 CAMP ","PALAVER HUT ","2 629 ","- ","-",,
24101,"DIVISION 11 CAMP ","PALAVER HUT ","1 145 ","- ","-",,
24102,"DIVISION 16 CAMP ","DIVISION 16 CAMP ","2 969 ","- ","-",,
24103,"DIVISION 16 CAMP ","DIVISION 22 OFFICE ","1 456 ","- ","-",,
24104,"DIVISION 16 CAMP ","DIVISION 23 OFFICE ","1 81 ","- ","-",,
24110,"DIVISION 28 CAMP ","DIVISION 28 OFFICE MARKET KITCHEN ","2 1,109 ","- ","-",,
24111,"DIVISION 29 CAMP ","DIVISION 29 SCHOOL ","2 888 ","- ","-",,
24116,"DIVISION 35 CAMP ","DIVISION 36 OFFICE ","1 105 ","- ","-",,
24117,"DIVISION 38 CAMP ","DIVISION 38 OFFICE ","2 664 ","- ","-",,
24118,"DIVISION 38 CAMP ","DIVISION 39 OFFICE ","1 156 ","- ","-",,
24119,"DIVISION 40 CAMP ","DIVISION 40 OFFICE ","2 721 ","- ","-",,
24120,"DIVISION 40 CAMP ","DIVISION 37 OFFICE ","1 459 ","- ","-",,
24121,"BONDIWAY ","BONDIWAY SCHOOL ","1 468 ","- ","-",,
24128,"BROWN TOWN ","IDP CAMP , PALAVA HUT ","1 241 ",1,514,,
,,"COUNTY: MARGIBIELECTORAL DISTRICT: 4",,,,,
,,,,"Non-",,,
,,,"General ",,"Non-",,
"Precinct ",,,"Polling General","Returned IDP","Returned ",,
"Code ","Locality ","Address ","Places Voters ","Polling ","IDPVoters",,
,,,,"Places **",,,
24052,"GAIMAI MU ","PALAVA HUT ","1 510 ","- ","-",,
24053,"GAIMAI MU ","TOWN SCHOOL ","1 583 ","- ","-",,
24054,"GAIMAI MU ","PALAVA HUT ","2 727 ","- ","-",,
24055,"ZEAWOR TOWN ","COMMUNICATION TOWER ","1 549 ","- ","-",,
24056,"ZEAWOR TOWN ","COUNTRY KITCHEN ","1 457 ","- ","-",,
24057,"ZEAWOR TOWN ","PALAVA HUT ","2 1,162 ","- ","-",,
24058,"SCHEFFLIN TOWNSHIP ","SCHEFFLIN JUNIOR HIGH SCHOOL ","2 631 ","- ","-",,
24059,"SCHEFFLIN TOWNSHIP ","BARRACKS SCHOOL BUILDING ","2 617 ","- ","-",,
24060,"SCHEFFLIN TOWNSHIP ","PALAVA HUT ","1 125 ","- ","-",,
24061,"DWARZOHN TOWN ","DWARZOHN PUBLIC SCHOOL ","3 1,617 ","- ","-",,
24062,"DWARZOHN TOWN ","ROCK INSTITUTE ","2 1,175 ","- ","-",,
24063,"MARSHALL CITY ","MARSHALL TOWN HALL ","1 596 ","- ","-",,
24064,"KPAKPACON ","PALAVA HUT ","1 341 ","- ","-",,
24065,"KPAKPACON ","PALAVA HUT ","1 140 ","- ","-",,
24066,"OLD COTTON TREE ","COMMUNITY SCHOOL ","3 1,472 ","- ","-",,
24067,"NEW COTTON TREE ","COMMUNITY SCHOOL ","4 1,959 ","- ","-",,
24068,"PETERS TOWN ","JUNIOR HIGH SCHOOL ","3 1,647 ","- ","-",,
24069,"DOLOS TOWN ","COMMUNITY SCHOOL ","5 2,617 ","- ","-",,
24070,"CHARLESVILLE ","CHARLESVILLE PUBLIC SCHOOL ","1 471 ","- ","-",,
24071,"CHARLESVILLE ","FNUNU DOCK COMMUNITY SCHOOL ","1 210 ","- ","-",,
24072,"CHARLESVILLE ","FNUNU DOCK COMMUNITY SCHOOL ","1 226 ","- ","-",,
24073,"GLOGARKPA ","PALAVA HUT ","1 177 ","- ","-",,
24074,"GLOGARKPA ","OLD TERMINAL ","1 402 ","- ","-",,
24075,"GLOGARKPA ","PALAVA HUT ","1 38 ","- ","-",,
24076,"GLOGARKPA ","PALAVA CAMP ","1 124 ","- ","-",,
24077,"UNIFICATION TOWN 1 ","RED CROSS BUILDING ","4 2,275 ","- ","-",,
24078,"UNIFICATION TOWN 2 ","YMCA HIGH SCHOOL/JOE BLOW TOWN PALAVA H ","3 1,204 ","- ","-",,
24122,"CLIPPER CAMP ","CLIPPER CAMP SCHOOL ","4 1,878 ","- ","-",,
24123,"LLOYDSVILLE TOWNSHIP ","LLOYDSVILLE PUBLIC SCHOOL ","1 181 ","- ","-",,
24125,"UNIFICATION TOWN ","IDP CAMP , PALAVA HUT ","1 333 ",2,"1,106",,
,,"COUNTY: MARYLANDELECTORAL DISTRICT: 1",,,,,
,,,"Non-",,,,
,,,"General ",,"Non-",,
"Precinct ",,,"General Returned ",,"Returned ",,
"Code ","Locality ","Address","Polling Places VotersIDP Polling ",,"IDPVoters",,
,,,"Places **",,,,
27001,"FELOKEN ","FELOKEN ELEMENTARY SCHOOL ","1 379 - ",,"-",,
27002,"GBAKLIKEN ","GBAKLIKEN TOWN HALL ","1 249 - ",,"-",,
27003,"JUDUKEN 1 ","JOE CLARK ELEMENTARY SCHOOL ","1 506 - ",,"-",,
27004,"DWEJAH ","DWEJAH TOWN HALL ","1 248 - ",,"-",,
27005,"GORTIKEN ","GORTOKEN TOWN HALL ","1 258 - ",,"-",,
27006,"GBEAKEN ","GBEAKEN TOWN HALL ","1 40 - ",,"-",,
27007,"CAVALLA ","CAVALLA TOWN HALL ","1 411 - ",,"-",,
27008,"WUTUKEN ","GUTUKEN TOWN HALL ","1 146 - ",,"-",,
27009,"SARJELOKEN ","JAMES T. HINNEN ELEMENTARY SCHOOL ","1 150 - ",,"-",,
27010,"DUGBOKEN ","DUGBOKEN ELEMENTARY SCHOOL ","1 542 - ",,"-",,
27011,"JARJELOKEN ","JARJELOKEN TOWN HALL ","1 64 - ",,"-",,
27012,"NEWAKEN ","SAMPSON GOE ELEMENTARY SCHOOL ","1 172 - ",,"-",,
27013,"SOLOKEN ","SOLOKEN TOWN HALL ","1 66 - ",,"-",,
27014,"WISSIKEN ","WISSIKEN TOWN HALL ","1 126 - ",,"-",,
27015,"MAFLAKEN ","MAFLAKEN TOWN HALL ","1 65 - ",,"-",,
27016,"GLOFAKEN ","BARROBO CENTRAL HIGH SCHOOL ","1 323 - ",,"-",,
27017,"ROCK TOWN ","KERJUE ELEMENTARY SCHOOL ","1 342 - ",,"-",,
27018,"SAWTOKEN 2 ","SAWTOKEN TOWN HALL ","1 134 - ",,"-",,
27019,"SETOR ","SETOR TOWN HALL ","1 84 - ",,"-",,
27020,"WARTEKE ","WARTEKE ELEMENTARY SCHOOL ","1 515 - ",,"-",,
27021,"SUASU ","SUASU TOWN HALL ","1 99 - ",,"-",,
27022,"KARLOKE ","KARLOKE ELEMENTARY & JR. HIGH SCHOOL ","3 1,543 - ",,"-",,
27023,"DORROBO FREETOWN ","FREE TOWN I. ELEMENTARY SCHOOL ","2 961 - ",,"-",,
27024,"WUTUKE ","WUTUKE ELEMENTARY SCHOOL ","1 459 - ",,"-",,
27025,"POGBAKEN ","POGBAKEN ELEMENTARY SCHOOL ","1 196 - ",,"-",,
27026,"MANOLU ","MANOLU ELEMENTARY SCHOOL ","1 428 - ",,"-",,
27027,"GBAEKEN GBAMAKE ","GBAMAKE TOWN HALL ","1 443 - ",,"-",,
27028,"HENOGBE ","HENOGBE ELEMENTARY SCHOOL ","1 303 - ",,"-",,
27029,"WLOWEIN ","WLOWEIN TOWN HALL ","1 419 - ",,"-",,
27030,"TUGBAKEN ","TUGBAKEN ELEMENTARY SCHOOL ","1 217 - ",,"-",,
27031,"BONIKEN ","BONIKEN SR. HIGH SCHOOL ","1 321 - ",,"-",,
27032,"DOLOKEN ","DOLOKEN BOYS DORMITORY ","1 212 - ",,"-",,
27033,"DOEKLAKEN ","DOEKLAKEN TOWN HALL ","1 77 - ",,"-",,
27034,"NYANWROKEN ","NYANWROKEN COMMUNITY SCHOOL ","1 358 - ",,"-",,
27035,"TARWROKEN ","TARWROKEN TOWN HALL ","1 109 - ",,"-",,
27036,"GBIABOSUKEN ","GBIABOSUKEN TOWN HALL ","1 109 - ",,"-",,
27037,"YEDEROBO ","YEDEROBO ELEMENTARY SCHOOL ","1 590 - ",,"-",,
27038,"YOBLOKE ","YOBLOKE TOWN HALL ","1 274 - ",,"-",,
27042,"PLEEBO BASSA TOWN ","BASSA COMMUNITY ","3 1,355 - ",,"-",,
